日期,代码,名称,阶段,信号,置信度,信号依据,触发时间,信号强度,备注,信号定性,wash_level,wash_reason,need_l2,位置,量价配合,量柱形态
2025-08-06,300394,天孚通信,出货,出货,0.33,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-08-07,300394,天孚通信,出货,出货,0.5,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,量增价跌,倍量柱
2025-08-08,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-08-11,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,倍量柱
2025-08-12,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-08-13,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,普通量柱
2025-08-14,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-08-15,300394,天孚通信,出货,出货,0.5,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,量增价跌,平量柱
2025-08-18,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2025-08-19,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,梯量柱
2025-08-20,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-08-21,300394,天孚通信,出货,出货,0.33,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-08-22,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-08-25,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,梯量柱
2025-08-26,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+5.33% 当日+12.11% → 累计+0.18%（滞涨），量686263>1.5×20日均422005 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+5.33% 当日+12.11% → 累计+0.18%（滞涨），量686263>1.5×20日均422005 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,梯量柱
2025-08-27,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-08-28,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+3.66% 当日+20.26% → 累计+0.25%（滞涨），量665658>1.5×20日均428769 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+3.66% 当日+20.26% → 累计+0.25%（滞涨），量665658>1.5×20日均428769 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,普通量柱
2025-08-29,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,平量柱
2025-09-01,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,缩量柱
2025-09-02,300394,天孚通信,出货,出货,0.5,大盘共振,2026-09-19 20:23:52,弱信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+12.02% 当日-10.43% → 累计+0.00%（滞涨），量702766>1.5×20日均445508 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,confirmed,判据2命中：位置=高位，前一日+12.02% 当日-10.43% → 累计+0.00%（滞涨），量702766>1.5×20日均445508 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量增价跌,高量柱
2025-09-03,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-09-04,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-09-05,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-09-08,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2025-09-09,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-09-10,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-09-11,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2025-09-12,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-09-15,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-09-16,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-09-17,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-09-18,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-09-19,300394,天孚通信,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-09-22,300394,天孚通信,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-09-23,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-09-24,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-09-25,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,平量柱
2025-09-26,300394,天孚通信,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-09-29,300394,天孚通信,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-09-30,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-10-09,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2025-10-10,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2025-10-13,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-10-14,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
